대분류,중분류,세분류,면적,비고,Univ_SGG1,Univ_SGG2,Univ_Name,AreaFactor,DensityFactor,CapacityFactor,용량(kW),연간발전량(kWh)
주차장,노외,NA,136.372347,NA,부천시,원미구,가톨릭대학교,50,10,0.1363,6.81861735,8141.347292
건물,평면,NA,1239.400074,NA,부천시,원미구,가톨릭대학교,24.14,6.6,0.1363,45.33199665,54125.86001
건물,평면,NA,753.536872,NA,부천시,원미구,가톨릭대학교,24.14,6.6,0.1363,27.56118195,32907.72052
건물,경사,NA,2552.157982,NA,부천시,원미구,가톨릭대학교,16.47,6.6,0.1363,63.68794237,76042.63893
건물,경사,NA,131.512223,NA,부천시,원미구,가톨릭대학교,16.47,6.6,0.1363,3.281827747,3918.462948
건물,경사,NA,1453.309409,NA,부천시,원미구,가톨릭대학교,16.47,6.6,0.1363,36.26667571,43301.97559
건물,평면,NA,145.308891,NA,부천시,원미구,가톨릭대학교,24.14,6.6,0.1363,5.314782771,6345.786851
건물,경사,NA,133.79159,NA,부천시,원미구,가톨릭대학교,16.47,6.6,0.1363,3.338708314,3986.377663
건물,경사,NA,109.782718,NA,부천시,원미구,가톨릭대학교,16.47,6.6,0.1363,2.739577826,3271.02305
건물,경사,NA,79.830598,NA,부천시,원미구,가톨릭대학교,16.47,6.6,0.1363,1.992136286,2378.58682
건물,평면,NA,43.570101,NA,부천시,원미구,가톨릭대학교,24.14,6.6,0.1363,1.593609452,1902.750562
건물,경사,NA,84.193021,NA,부천시,원미구,가톨릭대학교,16.47,6.6,0.1363,2.10099857,2508.56708
주차장,노외,NA,415.348019,NA,부천시,원미구,가톨릭대학교,50,10,0.1363,20.76740095,24796.02753
주차장,노외,NA,131.806438,NA,부천시,원미구,가톨릭대학교,50,10,0.1363,6.5903219,7868.765265
건물,경사,NA,789.300452,NA,부천시,원미구,가톨릭대학교,16.47,6.6,0.1363,19.69663401,23517.54464
건물,경사,NA,927.829115,NA,부천시,원미구,가톨릭대학교,16.47,6.6,0.1363,23.15355382,27645.06542
건물,경사,NA,734.823824,NA,부천시,원미구,가톨릭대학교,16.47,6.6,0.1363,18.33719452,21894.39021
건물,평면,NA,3896.468044,NA,부천시,원미구,가톨릭대학교,24.14,6.6,0.1363,142.5162706,170162.7169
건물,평면,NA,511.179351,NA,부천시,원미구,가톨릭대학교,24.14,6.6,0.1363,18.69677202,22323.72143
건물,복합,NA,2587.486748,NA,부천시,원미구,가톨릭대학교,16.47,6.6,0.1363,64.56955567,77095.27463
주차장,노외,NA,185.051794,NA,부천시,원미구,가톨릭대학교,50,10,0.1363,9.2525897,11047.48107
건물,경사,NA,3363.421598,NA,성남시,중원구,신구대학교,16.47,6.6,0.1363,83.93265715,100214.5854
건물,평면,NA,118.033225,NA,성남시,중원구,신구대학교,24.14,6.6,0.1363,4.317154623,5154.630815
건물,평면,NA,116.576257,NA,성남시,중원구,신구대학교,24.14,6.6,0.1363,4.263864915,5091.003542
건물,평면,NA,94.675977,NA,성남시,중원구,신구대학교,24.14,6.6,0.1363,3.462845583,4134.596072
건물,평면,NA,97.809919,NA,성남시,중원구,신구대학교,24.14,6.6,0.1363,3.577471886,4271.458502
건물,평면,NA,1367.263688,NA,성남시,중원구,신구대학교,24.14,6.6,0.1363,50.00870519,59709.7939
건물,복합,NA,1035.654964,NA,성남시,중원구,신구대학교,16.47,6.6,0.1363,25.84429887,30857.78272
건물,평면,NA,161.050607,NA,성남시,중원구,신구대학교,24.14,6.6,0.1363,5.890547959,7033.243577
주차장,노외,NA,254.574962,NA,성남시,중원구,신구대학교,50,10,0.1363,12.7287481,15197.97249
주차장,노외,NA,230.596091,NA,성남시,중원구,신구대학교,50,10,0.1363,11.52980455,13766.44828
건물,평면,NA,178.43807,NA,성남시,중원구,신구대학교,24.14,6.6,0.1363,6.526507591,7792.571745
건물,복합,NA,195.20383,NA,성남시,중원구,신구대학교,16.47,6.6,0.1363,4.871222849,5816.181627
건물,평면,NA,468.062407,NA,성남시,중원구,신구대학교,24.14,6.6,0.1363,17.11973713,20440.76069
건물,경사,NA,326.57044,NA,성남시,중원구,신구대학교,16.47,6.6,0.1363,8.149416889,9730.305973
건물,평면,NA,337.88771,NA,성남시,중원구,신구대학교,24.14,6.6,0.1363,12.35849897,14755.89947
건물,평면,NA,1505.994948,NA,성남시,중원구,신구대학교,24.14,6.6,0.1363,55.08290613,65768.32892
건물,복합,NA,1130.638464,NA,성남시,중원구,신구대학교,16.47,6.6,0.1363,28.21456894,33687.85674
건물,평면,NA,126.572575,NA,성남시,중원구,신구대학교,24.14,6.6,0.1363,4.629487819,5527.552902
유휴부지,나지,NA,248.75424,NA,성남시,중원구,신구대학교,50,10,0.1363,12.437712,14850.47888
건물,복합,NA,550.293513,NA,성남시,중원구,신구대학교,16.47,6.6,0.1363,13.73232448,16396.23065
건물,평면,NA,107.840138,NA,성남시,중원구,신구대학교,24.14,6.6,0.1363,3.944334744,4709.488353
건물,평면,NA,74.393775,NA,성남시,중원구,신구대학교,24.14,6.6,0.1363,2.72100868,3248.851711
주차장,노외,NA,226.85944,NA,성남시,중원구,신구대학교,50,10,0.1363,11.342972,13543.37245
주차장,노외,NA,176.811128,NA,성남시,중원구,신구대학교,50,10,0.1363,8.8405564,10555.51825
주차장,노외,NA,389.331988,NA,성남시,중원구,신구대학교,50,10,0.1363,19.4665994,23242.88608
주차장,노외,NA,216.459817,NA,성남시,중원구,신구대학교,50,10,0.1363,10.82299085,12922.5212
건물,평면,NA,375.203266,NA,성남시,중원구,신구대학교,24.14,6.6,0.1363,13.7233437,16385.5077
주차장,노외,NA,417.817859,NA,성남시,중원구,신구대학교,50,10,0.1363,20.89089295,24943.47549
주차장,노외,NA,150.184099,NA,성남시,중원구,신구대학교,50,10,0.1363,7.50920495,8965.9006
주차장,노외,NA,109.385979,NA,성남시,중원구,신구대학교,50,10,0.1363,5.46929895,6530.277315
건물,경사,NA,1381.514563,NA,성남시,중원구,신구대학교,16.47,6.6,0.1363,34.47506796,41162.81744
건물,경사,NA,694.181226,NA,성남시,중원구,신구대학교,16.47,6.6,0.1363,17.32297696,20683.42661
건물,경사,NA,669.228868,NA,성남시,중원구,신구대학교,16.47,6.6,0.1363,16.70030221,19939.96043
건물,복합,NA,177.844214,NA,성남시,중원구,신구대학교,16.47,6.6,0.1363,4.438021522,5298.944441
건물,복합,NA,184.669783,NA,성남시,중원구,신구대학교,16.47,6.6,0.1363,4.608350494,5502.31519
건물,평면,NA,67.537275,NA,성남시,중원구,신구대학교,24.14,6.6,0.1363,2.470226998,2949.421393
주차장,노외,NA,176.862619,NA,성남시,중원구,신구대학교,50,10,0.1363,8.84313095,10558.59224
건물,경사,NA,46.173525,NA,성남시,중원구,신구대학교,16.47,6.6,0.1363,1.152239328,1375.759931
건물,복합,NA,156.958213,NA,성남시,중원구,신구대학교,16.47,6.6,0.1363,3.916820861,4676.637106
건물,평면,NA,778.22811,NA,성남시,중원구,신구대학교,24.14,6.6,0.1363,28.46428269,33986.01196
건물,평면,NA,121.333083,NA,성남시,중원구,신구대학교,24.14,6.6,0.1363,4.43784943,5298.738965
건물,경사,NA,5034.265323,NA,수원시,영통구,아주대학교,16.47,6.6,0.1305,125.6278028,143615.1916
주차장,노외,NA,38.189286,NA,수원시,영통구,아주대학교,50,10,0.1305,1.9094643,2182.861398
주차장,노외,NA,194.500382,NA,수원시,영통구,아주대학교,50,10,0.1305,9.7250191,11117.44733
주차장,노외,NA,126.432988,NA,수원시,영통구,아주대학교,50,10,0.1305,6.3216494,7226.783161
건물,복합,NA,996.794781,NA,수원시,영통구,아주대학교,16.47,6.6,0.1305,24.87456067,28436.10027
건물,평면,NA,594.789558,NA,수원시,영통구,아주대학교,24.14,6.6,0.1305,21.75487868,24869.74221
건물,평면,NA,1380.737024,NA,수원시,영통구,아주대학교,24.14,6.6,0.1305,50.50150267,57732.30782
건물,평면,NA,3826.938107,NA,수원시,영통구,아주대학교,24.14,6.6,0.1305,139.9731605,160014.5176
건물,복합,NA,5362.406845,NA,수원시,영통구,아주대학교,16.47,6.6,0.1305,133.8164254,152976.2611
건물,평면,NA,1349.929525,NA,수원시,영통구,아주대학교,24.14,6.6,0.1305,49.37469505,56444.16389
건물,평면,NA,3868.841739,NA,수원시,영통구,아주대학교,24.14,6.6,0.1305,141.5058175,161766.6205
건물,경사,NA,1518.669993,NA,수원시,영통구,아주대학교,16.47,6.6,0.1305,37.89771937,43323.91483
건물,평면,NA,2706.515748,NA,수원시,영통구,아주대학교,24.14,6.6,0.1305,98.99286387,113166.6621
건물,경사,NA,1232.627916,NA,수원시,영통구,아주대학교,16.47,6.6,0.1305,30.75966936,35163.83882
건물,경사,NA,825.432892,NA,수원시,영통구,아주대학교,16.47,6.6,0.1305,20.59830262,23547.56759
건물,경사,NA,2656.71805,NA,수원시,영통구,아주대학교,16.47,6.6,0.1305,66.29719134,75789.62319
건물,경사,NA,182.585811,NA,수원시,영통구,아주대학교,16.47,6.6,0.1305,4.55634592,5208.723529
주차장,노외,NA,917.768379,NA,수원시,영통구,아주대학교,50,10,0.1305,45.88841895,52458.72278
주차장,노외,NA,621.401071,NA,수원시,영통구,아주대학교,50,10,0.1305,31.07005355,35518.66382
건물,경사,NA,470.916467,NA,수원시,영통구,아주대학교,16.47,6.6,0.1305,11.75150638,13434.08706
건물,평면,NA,939.324261,NA,수원시,영통구,아주대학교,24.14,6.6,0.1305,34.35649646,39275.65962
건물,복합,NA,619.168667,NA,수원시,영통구,아주대학교,16.47,6.6,0.1305,15.45107264,17663.35723
주차장,노외,NA,225.036812,NA,수원시,영통구,아주대학교,50,10,0.1305,11.2518406,12862.87914
건물,복합,NA,3487.241381,NA,수원시,영통구,아주대학교,16.47,6.6,0.1305,87.02252355,99482.40848
주차장,노외,NA,313.68407,NA,수원시,영통구,아주대학교,50,10,0.1305,15.6842035,17929.86776
주차장,노외,NA,413.348057,NA,수원시,영통구,아주대학교,50,10,0.1305,20.66740285,23626.56159
주차장,노외,NA,98.63008,NA,수원시,영통구,아주대학교,50,10,0.1305,4.931504,5637.596743
주차장,노외,NA,78.582807,NA,수원시,영통구,아주대학교,50,10,0.1305,3.92914035,4491.714665
주차장,노외,NA,401.787068,NA,수원시,영통구,아주대학교,50,10,0.1305,20.0893534,22965.74702
주차장,노외,NA,414.56581,NA,수원시,영통구,아주대학교,50,10,0.1305,20.7282905,23696.16713
주차장,노외,NA,415.193998,NA,수원시,영통구,아주대학교,50,10,0.1305,20.7596999,23732.07373
주차장,노외,NA,428.410358,NA,수원시,영통구,아주대학교,50,10,0.1305,21.4205179,24487.50765
주차장,노외,NA,293.780759,NA,수원시,영통구,아주대학교,50,10,0.1305,14.68903795,16792.2144
주차장,노외,NA,268.9164,NA,수원시,영통구,아주대학교,50,10,0.1305,13.44582,15370.99251
주차장,노외,NA,283.853067,NA,수원시,영통구,아주대학교,50,10,0.1305,14.19265335,16224.75746
주차장,노외,NA,476.847272,NA,수원시,영통구,아주대학교,50,10,0.1305,23.8423636,27256.11322
건물,평면,NA,2185.874589,NA,수원시,영통구,아주대학교,24.14,6.6,0.1305,79.95001906,91397.26279
건물,평면,NA,76.751572,NA,수원시,영통구,아주대학교,24.14,6.6,0.1305,2.807246891,3209.188501
주차장,노외,NA,159.105096,NA,수원시,영통구,아주대학교,50,10,0.1305,7.9552548,9094.288182
건물,평면,NA,914.671802,NA,수원시,영통구,아주대학교,24.14,6.6,0.1305,33.45481409,38244.87437
주차장,노외,NA,589.843446,NA,수원시,영통구,아주대학교,50,10,0.1305,29.4921723,33714.86153
건물,평면,NA,1719.675256,NA,수원시,영통구,아주대학교,24.14,6.6,0.1305,62.89842527,71904.2218
건물,평면,NA,690.033589,NA,수원시,영통구,아주대학교,24.14,6.6,0.1305,25.23850127,28852.14988
주차장,노외,NA,165.651269,NA,수원시,영통구,아주대학교,50,10,0.1305,8.28256345,9468.460885
주차장,노외,NA,143.763183,NA,수원시,영통구,아주대학교,50,10,0.1305,7.18815915,8217.359777
건물,평면,NA,1979.243375,NA,수원시,영통구,아주대학교,24.14,6.6,0.1305,72.39232587,82757.45909
건물,평면,NA,1798.263798,NA,수원시,영통구,아주대학교,24.14,6.6,0.1305,65.77286073,75190.21893
건물,평면,NA,1790.903075,NA,수원시,영통구,아주대학교,24.14,6.6,0.1305,65.50363671,74882.44742
건물,평면,NA,1592.944405,NA,수원시,영통구,아주대학교,24.14,6.6,0.1305,58.26314839,66605.26598
주차장,노외,NA,290.767004,NA,수원시,영통구,아주대학교,50,10,0.1305,14.5383502,16619.95118
건물,평면,NA,2904.128243,NA,수원시,영통구,아주대학교,24.14,6.6,0.1305,106.2206906,121429.3691
건물,평면,NA,2634.546305,NA,수원시,영통구,아주대학교,24.14,6.6,0.1305,96.36052697,110157.4272
건물,평면,NA,1774.548655,NA,수원시,영통구,아주대학교,24.14,6.6,0.1305,64.90546141,74198.62538
주차장,노외,NA,127.304816,NA,수원시,영통구,아주대학교,50,10,0.1305,6.3652408,7276.615978
주차장,노외,NA,141.343558,NA,수원시,영통구,아주대학교,50,10,0.1305,7.0671779,8079.056432
건물,평면,NA,684.690554,NA,수원시,영통구,아주대학교,24.14,6.6,0.1305,25.04307572,28628.7433
유휴부지,나지,NA,2945.348214,NA,수원시,영통구,아주대학교,50,10,0.1305,147.2674107,168353.1586
주차장,노외,NA,279.152553,NA,수원시,영통구,아주대학교,50,10,0.1305,13.95762765,15956.08078
건물,경사,NA,549.52456,NA,수원시,영통구,아주대학교,16.47,6.6,0.1305,13.71313561,15676.58237
건물,경사,NA,555.809855,NA,수원시,영통구,아주대학교,16.47,6.6,0.1305,13.86998229,15855.88636
건물,복합,NA,2534.39138,NA,수원시,영통구,아주대학교,16.47,6.6,0.1305,63.24458489,72299.94456
주차장,노외,NA,252.346,NA,수원시,영통구,아주대학교,50,10,0.1305,12.6173,14423.84501
주차장,노외,NA,763.601451,NA,수원시,영통구,아주대학교,50,10,0.1305,38.18007255,43646.69534
주차장,노외,NA,304.171417,NA,수원시,영통구,아주대학교,50,10,0.1305,15.20857085,17386.13402
주차장,노외,NA,448.490585,NA,수원시,영통구,아주대학교,50,10,0.1305,22.42452925,25635.27335
주차장,노외,NA,209.215859,NA,수원시,영통구,아주대학교,50,10,0.1305,10.46079295,11958.56928
건물,복합,NA,1692.442179,NA,수원시,영통구,아주대학교,16.47,6.6,0.1305,42.23412529,48281.20734
주차장,노외,NA,295.825333,NA,수원시,영통구,아주대학교,50,10,0.1305,14.79126665,16909.08021
주차장,노외,NA,275.983047,NA,수원시,영통구,아주대학교,50,10,0.1305,13.79915235,15774.91498
주차장,노외,NA,366.638695,NA,수원시,영통구,아주대학교,50,10,0.1305,18.33193475,20956.70117
건물,복합,NA,2863.904652,NA,수원시,영통구,아주대학교,16.47,6.6,0.1305,71.46743882,81700.14671
건물,경사,NA,127.05101,NA,수원시,영통구,아주대학교,16.47,6.6,0.1305,3.170500204,3624.452423
건물,경사,NA,301.043779,NA,수원시,영통구,아주대학교,16.47,6.6,0.1305,7.512410667,8588.037626
건물,평면,NA,789.723403,NA,수원시,영통구,아주대학교,24.14,6.6,0.1305,28.88473174,33020.44763
주차장,노외,NA,421.617637,NA,수원시,영통구,아주대학교,50,10,0.1305,21.08088185,24099.24251
건물,복합,NA,2193.296037,NA,수원시,영통구,아주대학교,16.47,6.6,0.1305,54.73270565,62569.33445
건물,복합,NA,1722.499476,NA,수원시,영통구,아주대학교,16.47,6.6,0.1305,42.98419147,49138.668
주차장,노외,NA,347.370277,NA,수원시,영통구,아주대학교,50,10,0.1305,17.36851385,19855.33766
주차장,노외,NA,201.073777,NA,수원시,영통구,아주대학교,50,10,0.1305,10.05368885,11493.17602
주차장,노외,NA,333.333185,NA,수원시,영통구,아주대학교,50,10,0.1305,16.66665925,19052.99152
주차장,노외,NA,391.450768,NA,수원시,영통구,아주대학교,50,10,0.1305,19.5725384,22374.93445
주차장,노외,NA,647.570386,NA,수원시,영통구,아주대학교,50,10,0.1305,32.3785193,37014.47569
건물,평면,NA,4782.865219,NA,수원시,영통구,아주대학교,24.14,6.6,0.1305,174.9369188,199984.3868
주차장,노외,NA,275.675888,NA,수원시,영통구,아주대학교,50,10,0.1305,13.7837944,15757.35808
건물,평면,NA,438.698674,NA,수원시,영통구,아주대학교,24.14,6.6,0.1305,16.04573635,18343.16488
건물,복합,NA,2344.586135,NA,수원시,영통구,아주대학교,16.47,6.6,0.1305,58.50808128,66885.26836
건물,경사,NA,499.123522,NA,수원시,영통구,아주대학교,16.47,6.6,0.1305,12.45540062,14238.76488
건물,평면,NA,1374.286042,NA,수원시,영통구,아주대학교,24.14,6.6,0.1305,50.26555311,57462.57501
건물,복합,NA,594.198992,NA,수원시,영통구,아주대학교,16.47,6.6,0.1305,14.82796575,16951.03389
주차장,노외,NA,473.443186,NA,수원시,영통구,아주대학교,50,10,0.1305,23.6721593,27061.53907
건물,복합,NA,6172.12445,NA,수원시,영통구,아주대학교,16.47,6.6,0.1305,154.0225601,176075.5103
기타시설물,관중석,NA,1951.383867,NA,수원시,영통구,아주대학교,50,10,0.1305,97.56919335,111539.1505
건물,복합,NA,4831.262992,NA,수원시,영통구,아주대학교,16.47,6.6,0.1305,120.5619719,137824.0351
주차장,노외,NA,831.612315,NA,수원시,영통구,아주대학교,50,10,0.1305,41.58061575,47534.12831
건물,복합,NA,2219.909193,NA,수원시,영통구,아주대학교,16.47,6.6,0.1305,55.39682486,63328.54225
주차장,노외,NA,714.016136,NA,수원시,영통구,아주대학교,50,10,0.1305,35.7008068,40812.44832
주차장,노외,NA,321.780917,NA,수원시,영통구,아주대학교,50,10,0.1305,16.08904585,18392.67543
건물,평면,NA,1556.318299,NA,수원시,영통구,아주대학교,24.14,6.6,0.1305,56.92352081,65073.83053
건물,복합,NA,1938.648583,NA,수원시,영통구,아주대학교,16.47,6.6,0.1305,48.37809418,55304.86971
주차장,노외,NA,1797.221025,NA,수원시,영통구,아주대학교,50,10,0.1305,89.86105125,102727.3566
주차장,노외,NA,180.095773,NA,수원시,영통구,아주대학교,50,10,0.1305,9.00478865,10294.09429
주차장,노외,NA,187.551579,NA,수원시,영통구,아주대학교,50,10,0.1305,9.37757895,10720.2607
건물,평면,NA,419.581472,NA,수원시,영통구,아주대학교,24.14,6.6,0.1305,15.3465102,17543.82353
주차장,노외,NA,183.790512,NA,수원시,영통구,아주대학교,50,10,0.1305,9.1895256,10505.28188
주차장,노외,NA,42.352931,NA,수원시,영통구,아주대학교,50,10,0.1305,2.11764655,2420.851183
건물,복합,NA,1272.902666,NA,수원시,영통구,아주대학교,16.47,6.6,0.1305,31.76470744,36312.77825
건물,평면,NA,325.618138,NA,수원시,영통구,아주대학교,24.14,6.6,0.1305,11.90973008,13614.96523
건물,평면,NA,505.522872,NA,수원시,영통구,아주대학교,24.14,6.6,0.1305,18.48988202,21137.26332
건물,평면,NA,999.061961,NA,수원시,영통구,아주대학교,24.14,6.6,0.1305,36.54144809,41773.45263
건물,평면,NA,157.595628,NA,수원시,영통구,아주대학교,24.14,6.6,0.1305,5.764179485,6589.494703
건물,평면,NA,999.061961,NA,수원시,영통구,아주대학교,24.14,6.6,0.1305,36.54144809,41773.45263
건물,평면,NA,999.060756,NA,수원시,영통구,아주대학교,24.14,6.6,0.1305,36.54140401,41773.40224
건물,평면,NA,157.59551,NA,수원시,영통구,아주대학교,24.14,6.6,0.1305,5.764175169,6589.489769
주차장,노외,NA,930.23858,NA,수원시,영통구,아주대학교,50,10,0.1305,46.511929,53171.50699
주차장,노외,NA,547.273211,NA,수원시,영통구,아주대학교,50,10,0.1305,27.36366055,31281.58947
주차장,노외,NA,235.278146,NA,수원시,영통구,아주대학교,50,10,0.1305,11.7639073,13448.26355
주차장,노외,NA,186.677902,NA,수원시,영통구,아주대학교,50,10,0.1305,9.3338951,10670.3222
주차장,노외,NA,656.481084,NA,수원시,영통구,아주대학교,50,10,0.1305,32.8240542,37523.80228
주차장,노외,NA,471.719994,NA,수원시,영통구,아주대학교,50,10,0.1305,23.5859997,26963.04314
주차장,노외,NA,375.230325,NA,수원시,영통구,아주대학교,50,10,0.1305,18.76151625,21447.79015
주차장,노외,NA,447.556644,NA,수원시,영통구,아주대학교,50,10,0.1305,22.3778322,25581.89021
주차장,노외,NA,363.705996,NA,수원시,영통구,아주대학교,50,10,0.1305,18.1852998,20789.07103
주차장,노외,NA,282.266191,NA,수원시,영통구,아주대학교,50,10,0.1305,14.11330955,16134.05321
주차장,노외,NA,182.701533,NA,수원시,영통구,아주대학교,50,10,0.1305,9.13507665,10443.03692
주차장,노외,NA,147.432434,NA,수원시,영통구,아주대학교,50,10,0.1305,7.3716217,8427.090495
주차장,노외,NA,240.406984,NA,수원시,영통구,아주대학교,50,10,0.1305,12.0203492,13741.4228
주차장,노외,NA,189.22206,NA,수원시,영통구,아주대학교,50,10,0.1305,9.461103,10815.74373
주차장,노외,NA,10.562226,NA,수원시,영통구,아주대학교,50,10,0.1305,0.5281113,603.7262759
주차장,노외,NA,650.024587,NA,수원시,영통구,아주대학교,50,10,0.1305,32.50122935,37154.75537
주차장,노외,NA,778.734751,NA,수원시,영통구,아주대학교,50,10,0.1305,38.93673755,44511.69963
주차장,노외,NA,502.854659,NA,수원시,영통구,아주대학교,50,10,0.1305,25.14273295,28742.66945
건물,복합,NA,10418.46722,NA,수원시,영통구,아주대학교,16.47,6.6,0.1305,259.9881138,297213.2119
건물,평면,NA,2572.190601,NA,수원시,영통구,아주대학교,24.14,6.6,0.1305,94.07981986,107550.1685
주차장,노외,NA,411.605937,NA,수원시,영통구,아주대학교,50,10,0.1305,20.58029685,23526.98375
주차장,노외,NA,359.493522,NA,수원시,영통구,아주대학교,50,10,0.1305,17.9746761,20548.29022
주차장,노외,NA,336.55441,NA,수원시,영통구,아주대학교,50,10,0.1305,16.8277205,19237.11352
주차장,노외,NA,300.25231,NA,수원시,영통구,아주대학교,50,10,0.1305,15.0126155,17162.12179
유휴부지,나지,NA,1597.503957,NA,수원시,영통구,아주대학교,50,10,0.1305,79.87519785,91311.72868
주차장,노외,NA,82.215451,NA,수원시,영통구,아주대학교,50,10,0.1305,4.11077255,4699.352964
주차장,노외,NA,222.479074,NA,수원시,영통구,아주대학교,50,10,0.1305,11.1239537,12716.68139
주차장,노외,NA,577.654473,NA,수원시,영통구,아주대학교,50,10,0.1305,28.88272365,33018.15202
주차장,노외,NA,838.305483,NA,수원시,영통구,아주대학교,50,10,0.1305,41.91527415,47916.7031
건물,복합,NA,361.911527,NA,수원시,영통구,아주대학교,16.47,6.6,0.1305,9.031337651,10324.44458
건물,평면,NA,1147.108731,NA,수원시,영통구,아주대학교,24.14,6.6,0.1305,41.95637086,47963.68404
주차장,노외,NA,112.632495,NA,수원시,영통구,아주대학교,50,10,0.1305,5.63162475,6437.960782
주차장,노외,NA,13.242357,NA,수원시,영통구,아주대학교,50,10,0.1305,0.66211785,756.9198838
건물,복합,NA,811.770646,NA,수원시,영통구,아주대학교,16.47,6.6,0.1305,20.25736748,23157.81736
건물,평면,NA,490.923769,NA,수원시,영통구,아주대학교,24.14,6.6,0.1305,17.95590876,20526.83578
건물,평면,NA,241.814836,NA,수원시,영통구,아주대학교,24.14,6.6,0.1305,8.84456082,10110.92504
건물,복합,NA,648.79343,NA,수원시,영통구,아주대학교,16.47,6.6,0.1305,16.19034514,18508.47876
건물,복합,NA,319.853361,NA,수원시,영통구,아주대학교,16.47,6.6,0.1305,7.981795236,9124.628678
주차장,노외,NA,57.104877,NA,수원시,영통구,아주대학교,50,10,0.1305,2.85524385,3264.057664
주차장,노외,NA,56.214722,NA,수원시,영통구,아주대학교,50,10,0.1305,2.8107361,3213.177295
주차장,노외,NA,68.187998,NA,수원시,영통구,아주대학교,50,10,0.1305,3.4093999,3897.557778
건물,평면,NA,420.885362,NA,안산시,상록구,안산대학교,24.14,6.6,0.1335,15.39420097,18002.90226
건물,평면,NA,720.972531,NA,안산시,상록구,안산대학교,24.14,6.6,0.1335,26.37011651,30838.79646
건물,복합,NA,2405.779357,NA,안산시,상록구,안산대학교,16.47,6.6,0.1335,60.03513032,70208.6835
건물,복합,NA,1585.607325,NA,안산시,상록구,안산대학교,16.47,6.6,0.1335,39.56811006,46273.322
건물,복합,NA,1688.996704,NA,안산시,상록구,안산대학교,16.47,6.6,0.1335,42.14814502,49290.56968
건물,평면,NA,1166.165273,NA,안산시,상록구,안산대학교,24.14,6.6,0.1335,42.65337832,49881.41981
건물,평면,NA,1698.556249,NA,안산시,상록구,안산대학교,24.14,6.6,0.1335,62.12598159,72653.85043
건물,복합,NA,418.453733,NA,안산시,상록구,안산대학교,16.47,6.6,0.1335,10.4423227,12211.87871
기타시설물,관중석,NA,616.700501,NA,안산시,상록구,안산대학교,50,10,0.1335,30.83502505,36060.32839
주차장,노외,NA,384.959211,NA,안산시,상록구,안산대학교,50,10,0.1335,19.24796055,22509.71994
주차장,노외,NA,314.205293,NA,안산시,상록구,안산대학교,50,10,0.1335,15.71026465,18372.5261
주차장,노외,NA,345.609562,NA,안산시,상록구,안산대학교,50,10,0.1335,17.2804781,20208.82792
주차장,노외,NA,136.512967,NA,안산시,상록구,안산대학교,50,10,0.1335,6.82564835,7982.322719
주차장,노외,NA,166.384439,NA,안산시,상록구,안산대학교,50,10,0.1335,8.31922195,9728.997302
기타시설물,관중석,NA,1008.306522,NA,안산시,상록구,안산대학교,50,10,0.1335,50.4153261,58958.70726
주차장,노외,NA,496.126912,NA,안산시,상록구,안산대학교,50,10,0.1335,24.8063456,29010.02893
주차장,노외,NA,472.372923,NA,안산시,상록구,안산대학교,50,10,0.1335,23.61864615,27621.06193
주차장,노외,NA,132.02026,NA,안산시,상록구,안산대학교,50,10,0.1335,6.601013,7719.620663
주차장,노외,NA,98.619079,NA,안산시,상록구,안산대학교,50,10,0.1335,4.93095395,5766.553406
건물,복합,NA,422.883,NA,안산시,상록구,안산대학교,16.47,6.6,0.1335,10.55285305,12341.13952
건물,평면,NA,2136.487191,NA,안산시,상록구,안산대학교,24.14,6.6,0.1335,78.14363756,91385.85838
건물,경사,NA,4818.132497,NA,안산시,상록구,안산대학교,16.47,6.6,0.1335,120.2343064,140609.212
건물,평면,NA,1227.667736,NA,안산시,상록구,안산대학교,24.14,6.6,0.1335,44.9028775,52512.11912
주차장,노외,NA,389.669433,NA,안산시,상록구,안산대학교,50,10,0.1335,19.48347165,22785.14076
주차장,노외,NA,149.588172,NA,안산시,상록구,안산대학교,50,10,0.1335,7.4794086,8746.869181
건물,복합,NA,1644.349684,NA,안산시,상록구,안산대학교,16.47,6.6,0.1335,41.03399893,47987.62039
건물,복합,NA,1571.483901,NA,안산시,상록구,안산대학교,16.47,6.6,0.1335,39.21566644,45861.15327
건물,경사,NA,1030.615585,NA,안산시,상록구,안산대학교,16.47,6.6,0.1335,25.71854346,30076.80784
건물,평면,NA,1048.804893,NA,안산시,상록구,안산대학교,24.14,6.6,0.1335,38.36083351,44861.46036
건물,평면,NA,336.034085,NA,안산시,상록구,안산대학교,24.14,6.6,0.1335,12.29070123,14373.48346
주차장,노외,NA,789.918878,NA,안산시,상록구,안산대학교,50,10,0.1335,39.4959439,46188.92655
주차장,노외,NA,462.003764,NA,안산시,상록구,안산대학교,50,10,0.1335,23.1001882,27014.74609
주차장,노외,NA,489.169953,NA,안산시,상록구,안산대학교,50,10,0.1335,24.45849765,28603.23466
주차장,노외,NA,887.63086,NA,안산시,상록구,안산대학교,50,10,0.1335,44.381543,51902.43928
주차장,노외,NA,755.051587,NA,안산시,상록구,안산대학교,50,10,0.1335,37.75257935,44150.13145
주차장,노외,NA,815.822986,NA,안산시,상록구,안산대학교,50,10,0.1335,40.7911493,47703.61746
