"","가구ID","광역시도","주택종류","외벽수","주택방향","준공년도","난방기기","난방연료","취사설비","냉방만족도","난방만족도","가구원수","교육정도","출생년도","세후소득","연도","전기소비량","지역난방소비량","도시가스소비량","등유소비량","프로판소비량","기타석유소비량","연탄소비량","기타연료소비량","석유소비량"
"6684","HH16340033",34,6,2,3,1995,5,4,2,3,3,2,2,1933,1000,2020,4306.88,0,9775.5,0,0,0,0,0,0
"6685","HH16340035",34,5,5,5,2000,4,3,1,3,3,4,2,1973,7000,2020,2759.74,0,0,0,3612,0,0,0,3612
"6686","HH16340036",34,5,4,5,2000,4,3,1,3,3,2,1,1946,2800,2020,2829.4,0,0,0,4816,0,0,0,4816
"6687","HH16340037",34,5,4,5,2000,4,3,1,3,3,3,2,1968,5300,2020,2829.4,0,0,0,6020,0,0,0,6020
"6688","HH16340038",34,5,5,5,2000,4,3,1,3,3,2,2,1969,5400,2020,2759.74,0,0,0,7224,0,0,0,7224
"6689","HH16340039",34,5,5,5,1990,4,3,1,3,3,2,2,1970,3500,2020,2829.4,0,0,0,7224,0,0,0,7224
"6690","HH16340040",34,1,6,5,1990,3,2,1,3,3,1,2,1939,2400,2020,1945.32,0,0,10524,1806,0,0,0,12330
"6691","HH16370001",37,6,2,5,1996,5,4,2,2,2,2,2,1957,3500,2020,2892.18,0,8201.13,0,0,0,0,0,0
"6692","HH16370002",37,1,6,3,1991,3,2,1,4,4,1,1,1945,750,2020,2254.06,0,0,3508,963.2,0,0,0,4471.2
"6693","HH16370004",37,1,5,3,1989,5,4,2,3,3,2,1,1968,2300,2020,2752,0,7573.44,0,0,0,0,0,0
"6694","HH16380001",38,6,2,6,1996,5,4,2,1,1,2,2,1960,3500,2020,2900.78,0,7511.7,0,0,0,0,0,0
"6695","HH16380002",38,6,4,5,2005,20,6,2,3,3,4,2,1979,3000,2020,3059.88,6009,874.65,0,0,0,0,0,0
"6696","HH16380003",38,6,4,7,1992,5,4,2,3,3,2,2,1953,2800,2020,3145.02,0,7686.63,0,0,0,0,0,0
"6697","HH16380004",38,1,5,3,1982,5,4,2,3,3,2,2,1991,5300,2020,2458.74,0,7573.44,0,0,0,0,0,0
"6698","HH17110001",11,1,4,3,2012,5,4,4,2,2,4,2,1983,4000,2020,1128.32,0,15332.1,0,0,0,0,0,0
"6699","HH17110004",11,2,3,3,1996,5,4,2,3,3,3,3,1967,7500,2020,2600.64,0,9754.92,0,0,0,0,0,0
"6700","HH17110013",11,6,2,3,2010,5,4,2,2,3,4,3,1971,520,2020,544.38,0,19911.15,0,0,0,0,0,0
"6701","HH17110014",11,5,3,3,2003,5,4,2,3,3,2,3,1949,3500,2020,2831.12,0,7954.17,0,0,0,0,0,0
"6702","HH17110015",11,6,3,2,2000,5,4,2,2,3,6,3,1972,510,2020,2649.66,0,13459.32,0,0,0,0,0,0
"6703","HH17110020",11,6,3,3,2000,5,4,2,3,3,4,3,1970,500,2020,1958.22,0,8293.74,0,0,0,0,0,0
"6704","HH17110033",11,2,5,3,2002,5,4,2,1,1,3,2,1965,5500,2020,3370.34,0,7892.43,0,0,0,0,0,0
"6705","HH17110050",11,1,6,6,1988,7,1,1,3,3,1,1,-8,350,2020,1340.74,0,0,0,240.8,0,10216.8,0,240.8
"6706","HH17110053",11,8,4,6,2017,5,4,2,3,3,2,2,1979,4500,2020,2834.56,0,5062.68,0,0,0,0,0,0
"6707","HH17110054",11,6,4,5,1999,5,4,2,3,3,1,1,1940,535,2020,2475.94,0,5165.58,0,0,0,0,0,0
"6708","HH17110062",11,6,3,5,2005,1,5,2,2,2,3,3,1967,1500,2020,4162.4,8973,545.37,0,0,0,0,0,0
"6709","HH17110063",11,4,2,5,2010,5,4,2,2,2,1,2,1954,190,2020,3115.78,0,8715.63,0,0,0,0,0,0
"6710","HH17110068",11,6,2,3,1987,1,5,2,2,2,5,3,1965,7000,2020,3540.62,8103,627.69,0,0,0,0,0,0
"6711","HH17110070",11,6,3,5,1999,5,4,2,2,2,2,2,1964,3500,2020,1135.2,0,658.56,0,0,0,0,0,0
"6712","HH17110071",11,6,2,3,1995,1,5,2,2,2,4,2,-9,7000,2020,2625.58,8051,730.59,0,0,0,0,0,0
"6713","HH17110072",11,4,3,3,1981,5,4,2,2,2,4,3,-9,8000,2020,3054.72,0,12790.47,0,0,0,0,0,0
"6714","HH17110074",11,2,5,3,1979,5,4,2,2,2,3,2,-9,5500,2020,1988.32,0,8324.61,0,0,0,0,0,0
"6715","HH17110075",11,6,2,3,2008,5,4,2,2,2,3,3,-9,4000,2020,3256.82,0,1008.42,0,0,0,0,0,0
"6716","HH17110076",11,6,2,6,1997,5,4,2,2,2,2,2,-9,990,2020,2510.34,0,7655.76,0,0,0,0,0,0
"6717","HH17110077",11,1,5,2,1973,5,4,2,3,2,2,2,1950,3600,2020,2665.14,0,7089.81,0,0,0,0,0,0
"6718","HH17110086",11,2,3,6,1990,5,4,2,3,3,3,2,1958,4500,2020,2203.32,0,7614.6,0,0,0,0,0,0
"6719","HH17110088",11,2,3,3,2002,5,4,2,3,3,4,3,1967,5500,2020,2880.14,0,8550.99,0,0,0,0,0,0
"6720","HH17110090",11,6,3,1,2018,5,4,2,3,3,3,2,1960,4250,2020,4159.82,0,6112.26,0,0,0,0,0,0
"6721","HH17110092",11,6,3,6,2004,5,4,3,3,3,2,3,1959,9000,2020,2394.24,0,4949.49,0,0,0,0,0,0
"6722","HH17110093",11,6,3,6,1990,5,4,2,2,3,5,3,1973,5600,2020,3797.76,0,1553.79,0,0,0,0,0,0
"6723","HH17110094",11,6,3,2,1990,5,4,2,3,3,3,2,1959,9000,2020,2188.7,0,854.07,0,0,0,0,0,0
"6724","HH17110095",31,6,3,6,2003,1,5,3,3,3,4,3,1967,7200,2020,3478.7,1120,0,0,0,0,0,0,0
"6725","HH17110096",11,1,5,5,2017,5,4,2,4,3,3,3,1958,3200,2020,3040.96,0,17204.88,0,0,0,0,0,0
"6726","HH17110099",11,5,4,5,1989,5,4,2,2,2,3,2,1954,2500,2020,2600.64,0,9127.23,0,0,0,0,0,0
"6727","HH17110101",11,2,5,2,1990,5,4,2,2,2,2,3,1961,6000,2020,3790.88,0,23245.11,0,0,0,0,0,0
"6728","HH17110105",11,1,5,6,2004,5,4,2,3,3,4,3,1974,4700,2020,3169.96,0,13088.88,0,0,0,0,0,0
"6729","HH17110106",11,1,5,3,1984,5,4,2,3,3,2,1,1945,280,2020,3052.14,0,10382.61,0,0,0,0,0,0
"6730","HH17110108",11,6,4,6,2006,1,5,2,2,2,2,2,1947,250,2020,3649.84,12842,2274.09,0,0,0,0,0,0
"6731","HH17110113",11,5,3,1,2004,5,4,2,3,3,4,3,1972,5500,2020,3322.18,0,9682.89,0,0,0,0,0,0
"6732","HH17110115",11,6,3,5,2004,5,4,2,2,2,4,3,1968,7600,2020,3634.36,0,11565.96,0,0,0,0,0,0
"6733","HH17110117",11,6,3,5,1991,1,5,2,3,3,3,3,1960,8700,2020,3268,7147,4116,0,0,0,0,0,0
"6734","HH17110118",11,6,3,5,1991,1,5,3,3,3,2,3,1956,6000,2020,1101.66,7147,0,0,0,0,0,0,0
"6735","HH17110119",11,6,3,5,1991,1,5,2,2,3,4,3,1956,8500,2020,3232.74,7147,761.46,0,0,0,0,0,0
"6736","HH17110120",11,6,2,6,1985,1,5,3,3,3,4,3,1967,7500,2020,2924.86,11494,0,0,0,0,0,0,0
"6737","HH17110123",11,6,2,5,1984,1,5,2,3,3,4,3,1982,4500,2020,3195.76,7147,8684.76,0,0,0,0,0,0
"6738","HH17210002",21,6,4,5,1991,5,4,2,3,3,2,3,1982,7100,2020,3399.58,0,9878.4,0,0,0,0,0,0
"6739","HH17210003",21,6,3,5,1995,5,4,2,2,2,3,3,1962,5700,2020,3474.4,0,9610.86,0,0,0,0,0,0
"6740","HH17210004",21,6,2,5,1978,5,4,2,3,3,2,3,1967,-8,2020,3347.98,0,9147.81,0,0,0,0,0,0
"6741","HH17210007",21,6,4,5,2005,5,4,4,3,3,4,3,1984,4350,2020,3554.38,0,6410.67,0,0,0,0,0,0
"6742","HH17210008",21,2,4,3,1988,5,4,2,3,3,2,2,1961,1800,2020,1572.94,0,6410.67,0,0,0,0,0,0
"6743","HH17210013",21,5,4,5,1998,5,4,2,3,3,3,2,1973,3200,2020,2661.7,0,13016.85,0,0,0,0,0,0
"6744","HH17210014",21,6,4,5,2015,5,4,2,3,3,3,2,1971,3600,2020,3548.36,0,4527.6,0,0,0,0,0,0
"6745","HH17210018",21,1,4,3,1998,5,4,3,2,2,4,3,1971,5800,2020,3532.88,0,4908.33,0,0,0,0,0,0
"6746","HH17210019",21,1,4,5,2001,5,4,2,3,3,4,3,1975,2100,2020,3022.04,0,5999.07,0,0,0,0,8880,0
"6747","HH17210020",21,1,6,3,1985,3,2,1,3,4,1,1,1941,1000,2020,3902.68,0,0,5262,963.2,0,0,0,6225.2
"6748","HH17210024",21,6,4,3,2006,5,4,2,3,3,2,3,1952,5200,2020,3293.8,0,11133.78,0,0,0,0,0,0
"6749","HH17210029",21,6,4,6,2007,5,4,2,2,2,2,2,1957,4800,2020,3348.84,0,7069.23,0,0,0,0,0,0
"6750","HH17210030",21,5,5,6,1996,5,4,2,3,3,3,3,1987,6800,2020,4004.16,0,4959.78,0,0,0,0,0,0
"6751","HH17210031",21,1,5,5,1976,5,4,2,3,3,4,3,1970,5800,2020,3140.72,0,4116,0,0,0,0,0,0
"6752","HH17210033",21,7,5,4,1992,3,2,1,2,2,2,2,-9,3400,2020,3902.68,0,0,3508,361.2,0,0,0,3869.2
"6753","HH17210034",21,8,4,5,2016,5,4,2,3,3,2,3,1966,5000,2020,2085.5,0,1461.18,0,0,0,0,0,0
"6754","HH17210039",21,1,6,6,1992,5,4,2,3,3,3,3,1966,6200,2020,3394.42,0,11607.12,0,0,0,0,0,0
"6755","HH17220001",22,5,4,3,2013,5,4,2,1,1,4,3,1965,12000,2020,3058.16,0,1481.76,0,0,0,0,0,0
"6756","HH17220003",22,1,5,3,1992,5,4,2,2,2,2,2,-8,3000,2020,3589.64,0,13016.85,0,0,0,0,0,0
"6757","HH17220004",22,8,3,1,2006,5,4,2,2,2,2,3,1958,300,2020,2408,0,9559.41,0,0,0,0,0,0
"6758","HH17220007",22,6,5,3,1986,5,4,2,1,1,2,3,1981,3700,2020,2860.36,0,2901.78,0,0,0,0,0,0
"6759","HH17220008",22,6,2,3,1997,1,5,2,3,2,1,1,1947,1100,2020,2220.52,9320,864.36,0,0,0,0,0,0
"6760","HH17220014",22,3,4,2,1993,5,4,2,3,3,1,1,1944,580,2020,1999.5,0,3724.98,0,0,0,0,0,0
"6761","HH17220015",22,1,3,3,1993,5,4,2,3,3,4,2,1967,6800,2020,2568.82,0,13099.17,0,0,0,0,0,0
"6762","HH17230003",23,6,2,3,2007,5,4,2,4,3,3,2,1961,6300,2020,3182.86,0,9343.32,0,0,0,0,0,0
"6763","HH17230004",23,4,3,3,2001,5,4,2,4,3,2,2,1976,5450,2020,2598.06,0,9353.61,0,0,0,0,0,0
"6764","HH17230005",23,6,3,3,2000,1,5,2,2,2,4,3,1980,-9,2020,2842.3,3522,216.09,0,0,0,0,0,0
"6765","HH17230006",11,6,3,5,1997,1,5,3,2,2,5,3,1976,-9,2020,3070.2,8505,0,0,0,0,0,0,0
"6766","HH17230007",23,6,2,1,1997,5,4,2,3,3,4,3,1964,5600,2020,3489.02,0,10979.43,0,0,0,0,0,0
"6767","HH17230008",23,6,3,3,2005,5,4,2,3,3,5,3,1979,-8,2020,1898.88,0,1903.65,0,0,0,0,0,0
"6768","HH17230009",23,6,2,3,2005,5,4,2,3,3,3,3,1974,4200,2020,2211.92,0,10341.45,0,0,0,0,0,0
"6769","HH17230010",23,6,2,1,2005,5,4,2,3,3,5,3,1970,3200,2020,2056.26,0,12389.16,0,0,0,0,0,0
"6770","HH17230011",23,6,3,3,2008,5,4,2,1,3,6,3,1973,10000,2020,4628.52,0,8304.03,0,0,0,0,0,0
"6771","HH17230012",23,4,3,3,1990,5,4,2,3,3,3,3,1968,4800,2020,2475.94,0,3879.33,0,0,0,0,0,0
"6772","HH17230014",23,4,3,1,2002,5,4,2,3,3,2,2,1958,2100,2020,2167.2,0,3807.3,0,0,0,0,0,0
"6773","HH17230016",23,3,4,5,2009,5,4,2,3,3,2,3,1987,3200,2020,2240.3,0,3879.33,0,0,0,0,0,0
"6774","HH17230021",23,6,2,3,2000,1,5,2,3,3,4,3,1984,-8,2020,1989.18,3522,216.09,0,0,0,0,0,0
"6775","HH17230022",23,6,3,3,2000,1,5,2,3,3,4,3,1980,4000,2020,1685.6,4657,205.8,0,0,0,0,0,0
"6776","HH17230023",23,5,3,3,1978,5,4,2,4,3,2,2,1939,1690,2020,3315.3,0,7532.28,0,0,0,0,0,0
"6777","HH17230024",23,6,3,3,1992,5,4,2,3,3,3,2,1959,-9,2020,3767.66,0,12522.93,0,0,0,0,0,0
"6778","HH17230025",23,5,3,3,2010,5,4,2,3,3,4,3,1980,3900,2020,3870,0,6986.91,0,0,0,0,0,0
"6779","HH17230027",23,6,2,3,1995,5,4,4,1,3,2,2,1978,-9,2020,3246.5,0,5968.2,0,0,0,0,0,0
"6780","HH17230028",23,6,2,3,1989,5,4,2,3,3,3,3,1985,-9,2020,3012.58,0,4764.27,0,0,0,0,0,0
"6781","HH17230029",23,6,2,3,1993,5,4,3,3,3,3,3,1963,5500,2020,2559.36,0,7758.66,0,0,0,0,0,0
"6782","HH17230038",23,1,6,3,2015,5,4,2,3,3,2,2,1953,2300,2020,783.46,0,4414.41,0,0,0,0,21680,0
"6783","HH17240002",24,6,2,3,2000,5,4,2,3,3,3,3,1961,7000,2020,1529.08,0,5371.38,0,0,0,0,0,0
"6784","HH17240003",24,6,3,3,2000,5,4,2,3,3,2,3,1963,2500,2020,2143.12,0,6071.1,0,0,0,0,0,0
"6785","HH17240007",24,5,2,5,2013,5,4,2,1,1,2,3,1959,6500,2020,4382.56,0,8437.8,0,0,0,0,0,0
"6786","HH17240010",24,3,5,1,1979,5,4,2,3,3,4,2,1958,4000,2020,3893.22,0,3436.86,0,0,0,0,0,0
"6787","HH17240011",24,6,2,3,2002,5,4,2,3,3,2,3,-9,3000,2020,3125.24,0,7089.81,0,0,0,0,0,0
"6788","HH17240012",24,6,3,3,1981,5,4,2,3,3,2,2,1957,3000,2020,2117.32,0,7840.98,0,0,0,0,0,0
"6789","HH17240014",24,6,4,3,1983,5,4,2,3,3,3,2,1959,-9,2020,3440.86,0,4867.17,0,0,0,0,0,0
"6790","HH17240015",24,1,4,3,1979,3,2,1,4,3,1,1,1935,550,2020,2855.2,0,0,5262,963.2,0,0,0,6225.2
"6791","HH17240016",24,2,5,3,1979,3,2,1,4,3,1,2,1957,2000,2020,1517.04,0,0,5262,963.2,0,0,0,6225.2
"6792","HH17240017",24,6,4,3,1988,5,4,2,2,2,5,3,1978,7000,2020,2863.8,0,16258.2,0,0,0,0,0,0
"6793","HH17240019",24,1,6,1,1974,3,2,1,5,5,2,1,1941,650,2020,2058.84,0,0,5262,963.2,0,0,0,6225.2
"6794","HH17240020",24,1,6,1,1974,3,2,1,4,4,2,1,1949,1000,2020,2809.62,0,0,5262,1926.4,0,0,0,7188.4
"6795","HH17240021",24,1,6,3,1974,3,2,1,3,3,2,3,1959,2000,2020,2864.66,0,0,7016,1926.4,0,0,0,8942.4
"6796","HH17240022",24,1,6,1,1974,3,2,1,4,3,1,1,1931,500,2020,1902.32,0,0,3508,722.4,0,0,0,4230.4
"6797","HH17240023",24,6,2,4,1983,5,4,2,2,3,2,4,1947,2500,2020,2450.14,0,4867.17,0,0,0,0,0,0
"6798","HH17240024",24,6,2,1,1998,5,4,2,3,3,1,1,1941,550,2020,1655.5,0,4157.16,0,0,0,0,0,0
"6799","HH17240027",24,6,2,1,1998,5,4,2,3,3,2,3,1986,2800,2020,1730.32,0,6071.1,0,0,0,0,0,0
"6800","HH17240030",24,6,2,3,1998,5,4,2,3,3,3,3,1972,5000,2020,2861.22,0,7377.93,0,0,0,0,0,0
"6801","HH17240031",24,1,6,2,1984,5,4,2,2,2,1,1,1949,500,2020,944.28,0,4774.56,0,0,0,0,0,0
"6802","HH17240032",24,1,4,5,1994,5,4,2,3,3,2,4,1957,8000,2020,3877.74,0,11926.11,0,0,0,0,0,0
"6803","HH17240034",24,6,3,3,1997,5,4,2,3,3,1,4,1959,2500,2020,2499.16,0,1286.25,0,0,0,0,0,0
"6804","HH17240035",24,6,2,3,1992,5,4,4,3,3,1,4,1959,3600,2020,1705.38,0,3786.72,0,0,0,0,0,0
"6805","HH17240038",24,2,5,3,2004,5,4,2,3,3,2,3,1958,1800,2020,3792.6,0,6091.68,0,0,0,0,0,0
"6806","HH17240040",24,6,4,3,1993,5,4,2,3,3,2,3,1946,2500,2020,1595.3,0,2675.4,0,0,0,0,0,0
"6807","HH17240041",24,6,3,3,2004,5,4,2,4,5,2,3,1993,1800,2020,2452.72,0,1934.52,0,0,0,0,0,0
"6808","HH17240044",24,6,4,3,2006,5,4,4,4,2,3,2,1956,7000,2020,4891.68,0,13654.83,0,0,0,0,0,0
"6809","HH17240045",24,2,5,5,2012,5,4,2,3,3,3,3,1980,4000,2020,3088.26,0,617.4,0,0,0,0,0,0
"6810","HH17240048",24,6,5,4,2009,1,5,2,1,2,4,3,1968,7000,2020,4407.5,2566,1070.16,0,0,0,0,0,0
"6811","HH17240052",24,6,2,3,2005,5,4,2,3,3,3,2,1967,9000,2020,2667.72,0,8046.78,0,0,0,0,0,0
"6812","HH17240053",24,1,5,3,2005,3,2,1,3,3,2,3,1961,5000,2020,3154.48,0,0,7016,1444.8,0,0,0,8460.8
"6813","HH17240054",24,1,5,3,1995,3,2,1,3,2,1,1,1939,750,2020,2361.56,0,0,5262,2167.2,0,0,0,7429.2
"6814","HH17240055",24,1,6,3,1955,8,1,1,3,3,1,1,-8,550,2020,1345.9,0,0,0,963.2,0,12260.16,0,963.2
"6815","HH17240056",24,6,4,3,1996,5,4,2,2,2,3,3,1961,4500,2020,3157.06,0,6091.68,0,0,0,0,0,0
"6816","HH17240057",24,6,2,1,1992,5,4,2,3,3,4,3,1967,-9,2020,3033.22,0,5196.45,0,0,0,0,0,0
"6817","HH17240058",24,1,5,3,1993,5,4,2,2,2,3,3,1984,5000,2020,4179.6,0,10557.54,0,0,0,0,0,0
"6818","HH17250001",25,6,4,6,1991,5,4,2,1,1,2,2,1956,270,2020,2438.1,0,7419.09,0,0,0,0,0,0
"6819","HH17250002",25,1,5,3,1978,5,4,2,2,2,4,3,1962,5500,2020,2432.08,0,6657.63,0,0,0,0,0,0
"6820","HH17250005",25,6,4,5,2006,5,4,2,3,3,3,3,1972,-9,2020,2752,0,3632.37,0,0,0,0,0,0
"6821","HH17250010",25,6,4,6,1992,5,4,2,2,2,2,2,1957,240,2020,2329.74,0,2387.28,0,0,0,0,0,0
"6822","HH17250011",25,6,4,7,1992,5,4,2,2,2,4,2,1965,6200,2020,2456.16,0,7810.11,0,0,0,0,0,0
"6823","HH17250012",25,6,4,6,1992,5,4,3,1,2,3,3,1965,5000,2020,2752,0,5947.62,0,0,0,0,0,0
"6824","HH17250013",25,6,4,6,1992,5,4,2,2,2,4,3,1988,4769,2020,2573.12,0,9024.33,0,0,0,0,0,0
"6825","HH17250014",25,6,4,5,2018,5,4,2,2,2,3,3,1983,5100,2020,1937.58,0,9096.36,0,0,0,0,0,0
"6826","HH17250015",25,4,4,6,1997,5,4,2,2,2,2,2,1965,3560,2020,1572.08,0,7172.13,0,0,0,0,0,0
"6827","HH17250017",25,6,4,6,2005,5,4,2,1,1,3,2,1965,6200,2020,2573.12,0,5494.86,0,0,0,0,0,0
"6828","HH17250018",25,6,4,7,2005,5,4,2,2,2,2,2,1956,-9,2020,2105.28,0,3189.9,0,0,0,0,0,0
"6829","HH17250019",25,1,4,5,1980,20,6,2,3,3,5,2,1966,-8,2020,2882.72,0,4589.34,0,0,0,0,0,0
"6830","HH17250020",25,4,4,3,1979,5,4,2,3,3,2,1,1982,2500,2020,2764.9,0,9003.75,0,0,0,0,0,0
"6831","HH17250021",25,5,5,6,2000,5,4,2,3,3,4,2,1972,1000,2020,1651.2,0,5731.53,0,0,0,0,0,0
"6832","HH17250022",25,5,4,3,2001,5,4,2,3,3,1,2,1963,2400,2020,1651.2,0,977.55,0,0,0,0,0,0
"6833","HH17250025",25,1,6,6,2015,6,6,1,3,3,2,2,1942,1790,2020,15756.92,0,0,0,963.2,0,0,0,963.2
"6834","HH17250026",25,1,6,3,1954,3,2,1,3,3,2,2,1969,2600,2020,2593.76,0,0,7016,963.2,0,0,0,7979.2
"6835","HH17250027",25,1,6,2,1970,3,2,1,3,3,2,1,1951,4480,2020,1222.06,0,0,10524,1204,0,0,0,11728
"6836","HH17250028",25,5,4,5,2003,6,6,2,3,3,2,1,1964,4000,2020,6933.32,0,4116,0,0,0,0,0,0
"6837","HH17250031",25,1,4,1,1984,5,4,2,3,3,1,1,1943,-9,2020,1641.74,0,2253.51,0,0,0,0,0,0
"6838","HH17250033",25,6,2,3,1991,1,5,2,3,3,4,4,1971,-9,2020,3583.62,11053,1780.17,0,0,0,0,0,0
"6839","HH17250034",25,6,4,3,1998,5,4,2,3,3,3,1,1961,460,2020,1901.46,0,8931.72,0,0,0,0,0,0
"6840","HH17250035",25,6,4,5,1998,5,4,2,3,3,2,2,1964,-8,2020,1893.72,0,6811.98,0,0,0,0,0,0
"6841","HH17250037",25,3,4,3,1994,5,4,2,3,3,3,3,1998,4500,2020,2727.06,0,6616.47,0,0,0,0,0,0
"6842","HH17250038",25,5,4,1,2016,5,4,2,2,2,1,2,1977,1740,2020,779.16,0,1615.53,0,0,0,0,0,0
"6843","HH17250040",25,6,2,2,2015,1,5,3,3,2,1,2,1970,3200,2020,3039.24,6615,0,0,0,0,0,0,0
"6844","HH17250041",25,6,4,3,1995,5,4,2,2,2,4,2,1970,-9,2020,2533.56,0,7676.34,0,0,0,0,0,0
"6845","HH17250042",25,6,4,5,1999,5,4,2,3,3,4,4,1987,4500,2020,3937.08,0,18614.61,0,0,0,0,0,0
"6846","HH17250043",25,3,5,3,1990,5,4,4,3,3,3,3,1957,6800,2020,3047.84,0,11751.18,0,0,0,0,0,0
"6847","HH17260002",26,6,3,1,1990,5,4,2,2,2,3,2,1958,8300,2020,2933.46,0,6729.66,0,0,0,0,0,0
"6848","HH17260006",26,6,3,3,1991,5,4,2,3,3,2,2,1963,7000,2020,2190.42,0,5916.75,0,0,0,0,0,0
"6849","HH17260007",26,6,2,5,1993,5,4,2,3,3,4,2,1975,5000,2020,1997.78,0,2757.72,0,0,0,0,0,0
"6850","HH17260009",26,6,3,3,1992,5,4,2,2,2,3,3,-9,4000,2020,3596.52,0,12111.33,0,0,0,0,0,0
"6851","HH17260011",26,6,4,3,2019,5,4,2,2,2,2,2,1962,3500,2020,2627.3,0,1749.3,0,0,0,0,0,0
"6852","HH17260012",26,5,3,1,2014,5,4,2,1,1,3,2,1974,8000,2020,3491.6,0,9847.53,0,0,0,0,0,0
"6853","HH17260013",26,6,3,5,1993,5,4,2,3,3,3,2,-9,3500,2020,2895.62,0,10547.25,0,0,0,0,0,0
"6854","HH17260015",26,6,3,5,2007,5,4,3,2,2,4,3,1970,4800,2020,3358.3,0,16947.63,0,0,0,0,0,0
"6855","HH17260018",26,1,6,1,2003,5,4,2,4,3,3,1,-9,-9,2020,2950.66,0,5484.57,0,0,0,0,0,0
"6856","HH17310004",31,6,2,1,1997,1,5,2,3,3,4,3,1972,500,2020,2480.24,7974,1831.62,0,0,0,0,0,0
"6857","HH17310005",31,6,2,3,1999,1,5,2,3,3,2,2,1960,330,2020,2518.94,6073,5793.27,0,0,0,0,0,0
"6858","HH17310006",31,6,4,3,1997,1,5,2,2,2,3,3,1979,540,2020,1892.86,7540,1070.16,0,0,0,0,0,0
"6859","HH17310007",31,6,3,3,1998,1,5,2,3,3,3,2,1959,560,2020,3123.52,4508,4496.73,0,0,0,0,0,0
"6860","HH17310016",31,6,3,1,1995,0,7,2,2,2,3,3,1976,3400,2020,1572.08,0,936.39,0,0,0,0,0,0
"6861","HH17310017",31,6,4,3,2013,1,5,2,2,2,4,3,1972,7800,2020,3021.18,4242,2376.99,0,0,0,0,0,0
"6862","HH17310020",31,3,5,1,1993,5,4,2,1,1,4,3,1956,8500,2020,3225.86,0,7460.25,0,0,0,0,0,0
"6863","HH17310021",31,6,4,3,2018,1,5,2,2,2,4,3,1970,5600,2020,3234.46,9131,2788.59,0,0,0,0,0,0
"6864","HH17310022",31,6,3,3,1993,1,5,2,2,2,4,3,1963,4500,2020,3679.94,11407,2716.56,0,0,0,0,0,0
"6865","HH17310025",31,5,3,2,2012,5,4,2,2,2,4,3,1973,4500,2020,3997.28,0,8355.48,0,0,0,0,0,0
"6866","HH17310026",31,6,3,3,2018,1,5,2,2,2,3,3,1981,3700,2020,3456.34,10372,2232.93,0,0,0,0,0,0
"6867","HH17310028",31,6,3,3,2007,5,4,2,3,3,2,2,1961,300,2020,1164.44,0,5793.27,0,0,0,0,0,0
"6868","HH17310031",31,6,3,1,2004,5,4,2,3,3,2,3,1971,4000,2020,3123.52,0,10516.38,0,0,0,0,0,0
"6869","HH17310060",31,6,3,6,2009,5,4,2,2,2,3,3,1974,-9,2020,2718.46,0,10084.2,0,0,0,0,0,0
"6870","HH17310061",31,6,2,6,2016,1,5,3,2,2,1,2,1958,800,2020,2800.16,5170,0,0,0,0,0,0,0
"6871","HH17310062",31,5,3,3,2017,5,4,2,3,3,3,3,1986,3400,2020,2874.12,0,9096.36,0,0,0,0,0,0
"6872","HH17310064",31,6,2,1,1998,1,5,2,4,3,2,2,1957,4460,2020,1451.68,7540,329.28,0,0,0,0,0,0
"6873","HH17310065",31,6,3,3,2003,1,5,2,3,3,3,3,1979,4000,2020,2726.2,7540,463.05,0,0,0,0,0,0
"6874","HH17310066",31,6,3,5,2020,1,5,2,2,2,3,3,1973,-9,2020,3111.48,7974,1615.53,0,0,0,0,0,0
"6875","HH17310068",31,6,3,3,2017,1,5,2,3,3,4,3,-9,6000,2020,2681.48,10903,884.94,0,0,0,0,0,0
"6876","HH17310069",31,4,4,3,1993,5,4,2,3,2,3,3,1973,450,2020,2849.18,0,8015.91,0,0,0,0,0,0
"6877","HH17310079",31,1,6,3,1999,6,6,3,3,4,2,2,-9,4000,2020,2587.74,0,0,0,0,0,0,0,0
"6878","HH17310080",31,1,5,3,1995,6,6,3,2,2,2,2,1944,2600,2020,2627.3,0,0,0,0,0,0,0,0
"6879","HH17310081",31,4,3,3,2014,5,4,2,1,1,2,3,1984,430,2020,3880.32,0,9682.89,0,0,0,0,0,0
"6880","HH17310083",31,1,6,2,1993,5,4,2,2,2,3,3,1976,3500,2020,2300.5,0,7954.17,0,0,0,0,0,0
"6881","HH17310085",31,5,3,3,1987,5,4,2,3,3,2,2,-9,-9,2020,2769.2,0,6112.26,0,0,0,0,0,0
"6882","HH17310086",31,6,3,3,2018,1,5,2,3,3,3,3,-9,-9,2020,3074.5,5335,1471.47,0,0,0,0,0,0
"6883","HH17310087",31,5,4,6,1989,5,4,2,3,3,3,3,-9,-9,2020,2718.46,0,7316.19,0,0,0,0,0,0
"6884","HH17310088",31,6,3,3,2014,1,5,2,3,3,2,2,-9,-9,2020,2523.24,5255,1245.09,0,0,0,0,0,0
"6885","HH17310090",31,4,3,5,1988,5,4,2,3,3,1,2,-9,-9,2020,2462.18,0,2654.82,0,0,0,0,0,0
"6886","HH17310092",31,6,4,5,1996,1,5,2,3,3,3,3,-9,-9,2020,2873.26,10507,1502.34,0,0,0,0,0,0
